id,target,target_clip_id,freq_rank,axis,target_feature,option_1,option_2,option_3,option_4,correct_option,difficulty,southern_merged
18769,séng,v04819,6716,final,ng,séng,sét,séc,sém,1,easy,0
18770,são,v04814,6717,tone,nga,são,sáo,sao,sào,1,medium,0
18771,são,v04814,6717,onset,s,são,bão,não,lão,1,easy,0
18772,ruộc,v04483,6718,vowel,uô,ruộc,rộc,rực,rục,1,medium,0
18773,ruộc,v04483,6718,onset,r,ruộc,giuộc,cuộc,thuộc,1,medium,0
18774,ruộc,v04483,6718,final,c,ruộc,ruột,ruộng,ruộm,1,medium,0
18775,roẹt,v04470,6719,onset,r,roẹt,loẹt,toẹt,nhoẹt,1,easy,0
18776,riệt,v04455,6720,vowel,iê,riệt,rệt,ruột,rượt,1,medium,0
18777,riệt,v04455,6720,onset,r,riệt,diệt,việt,biệt,1,medium,0
18778,riệt,v04455,6720,final,t,riệt,riệc,riệu,riệp,1,medium,0
18779,quày,v04330,6721,onset,qu,quày,này,ngày,bày,1,easy,0
18780,quày,v04330,6721,final,y,quày,quà,quàng,quàn,1,easy,0
18781,pớ,v04298,6722,vowel,ơ,pớ,pố,pá,pó,1,medium,0
18782,pớ,v04298,6722,onset,p,pớ,nhớ,cớ,tớ,1,easy,0
18783,pít,v04260,6723,vowel,i,pít,pốt,pết,pút,1,easy,0
18784,pít,v04260,6723,onset,p,pít,ít,lít,hít,1,easy,0
18785,phún,v04114,6724,vowel,u,phún,phán,phấn,phiến,1,easy,0
18786,phún,v04114,6724,onset,ph,phún,bún,lún,nhún,1,easy,0
18787,phún,v04114,6724,final,n,phún,phúng,phú,phúc,1,medium,0
18788,phư,v04124,6725,vowel,ư,phư,phu,phơ,phê,1,hard,0
18789,phư,v04124,6725,onset,ph,phư,như,tư,thư,1,easy,0
18790,phóp,v04102,6726,vowel,o,phóp,phốp,pháp,phép,1,medium,0
18791,phóp,v04102,6726,onset,ph,phóp,góp,bóp,cóp,1,easy,0
18792,phóp,v04102,6726,final,p,phóp,phó,phóng,phóc,1,easy,0
18793,phoong,v04047,6727,onset,ph,phoong,xoong,boong,moong,1,easy,0
18794,phoanh,v04042,6728,onset,ph,phoanh,doanh,oanh,khoanh,1,easy,0
18795,phếch,v04169,6729,onset,ph,phếch,ếch,nhếch,kếch,1,easy,0
18796,phếch,v04169,6729,final,ch,phếch,phết,phế,phến,1,medium,0
18797,pản,v04281,6730,tone,hoi,pản,pàn,pan,pán,1,medium,0
18798,pản,v04281,6730,onset,p,pản,sản,bản,quản,1,easy,0
18799,pằn,v04286,6731,onset,p,pằn,dằn,hằn,nhằn,1,easy,0
18800,nững,v03972,6733,tone,nga,nững,nựng,nưng,nừng,1,easy,0
18801,nững,v03972,6733,vowel,ư,nững,nũng,nẵng,nẫng,1,medium,0
18802,nững,v03972,6733,onset,n,nững,lững,những,vững,1,medium,0
18803,noan,v03729,6734,onset,n,noan,loan,hoan,oan,1,medium,0
18804,nhiu,v03437,6735,tone,ngang,nhiu,nhíu,nhìu,nhịu,1,hard,0
18805,nhiu,v03437,6735,onset,nh,nhiu,liu,siu,niu,1,easy,0
18806,nhiu,v03437,6735,final,u,nhiu,nhi,nhim,nhin,1,easy,0
18807,nhìa,v03527,6736,vowel,ia,nhìa,nhà,nhờ,nhì,1,easy,0
18808,nhìa,v03527,6736,onset,nh,nhìa,chìa,thìa,bìa,1,easy,0
18809,nguây,v03244,6737,tone,ngang,nguây,nguầy,nguậy,nguẩy,1,medium,0
18810,ngỗn,v03377,6738,tone,nga,ngỗn,ngốn,ngôn,ngổn,1,medium,1
18811,nghệm,v03202,6739,final,m,nghệm,nghệ,nghệch,nghệp,1,easy,0
18812,nghế,v03194,6740,tone,sac,nghế,nghệ,nghê,nghễ,1,hard,0
18813,nghế,v03194,6740,onset,ngh,nghế,thế,tế,chế,1,easy,0
18814,ngật,v03351,6741,vowel,â,ngật,ngọt,ngột,ngặt,1,easy,0
18815,ngật,v03351,6741,onset,ng,ngật,vật,thật,nhật,1,easy,0
18816,ngật,v03351,6741,final,t,ngật,ngập,ngậm,ngậy,1,easy,0
18817,nềnh,v03916,6742,onset,n,nềnh,lềnh,ghềnh,kềnh,1,medium,0
18818,mợi,v03103,6743,tone,nang,mợi,mới,mời,mơi,1,hard,0
18819,mợi,v03103,6743,vowel,ơ,mợi,mội,mại,muội,1,medium,0
18820,mợi,v03103,6743,onset,m,mợi,lợi,đợi,gợi,1,easy,0
18821,mõi,v02946,6744,tone,nga,mõi,mói,mọi,mỏi,1,medium,1
18822,mõi,v02946,6744,onset,m,mõi,dõi,lõi,cõi,1,easy,0
18823,mẹc,v03036,6745,vowel,e,mẹc,mục,mặc,mạc,1,easy,0
18824,mẹc,v03036,6745,onset,m,mẹc,sẹc,khẹc,tẹc,1,easy,0
18825,mẹc,v03036,6745,final,c,mẹc,mẹt,mẹ,mẹo,1,medium,0
18826,luệ,v02473,6746,onset,l,luệ,huệ,tuệ,duệ,1,easy,0
18827,lỉ,v02701,6747,tone,hoi,lỉ,lì,lí,li,1,medium,0
18828,lỉ,v02701,6747,vowel,i,lỉ,lửa,lẻ,lở,1,easy,0
18829,lỉ,v02701,6747,onset,l,lỉ,nỉ,chỉ,nghỉ,1,medium,0
18830,khỏ,v02243,6748,tone,hoi,khỏ,khò,khó,kho,1,medium,0
18831,khỏ,v02243,6748,vowel,o,khỏ,khổ,khả,khỉ,1,medium,0
18832,khỏ,v02243,6748,onset,kh,khỏ,bỏ,nhỏ,tỏ,1,easy,0
18833,khảy,v02196,6749,onset,kh,khảy,xảy,chảy,nhảy,1,easy,0
18834,khảy,v02196,6749,final,y,khảy,khả,khảo,khải,1,easy,0
18835,kẹm,v02337,6750,tone,nang,kẹm,kém,kèm,kem,1,hard,0
18836,kẹm,v02337,6750,onset,k,kẹm,nhẹm,lẹm,vẹm,1,easy,0
18837,kẹm,v02337,6750,final,m,kẹm,kẹt,kẹo,kẹp,1,easy,0
18838,hươn,v01862,6751,vowel,ươ,hươn,hơn,hôn,hân,1,medium,0
18839,hươn,v01862,6751,onset,h,hươn,vươn,lươn,bươn,1,easy,0
18840,huối,v01751,6752,tone,sac,huối,huôi,huội,huổi,1,hard,0
18841,huối,v01751,6752,vowel,uô,huối,hối,hái,hới,1,medium,0
18842,huối,v01751,6752,onset,h,huối,cuối,muối,suối,1,easy,0
18843,huận,v01747,6753,tone,nang,huận,huấn,huần,huân,1,hard,0
18844,huận,v01747,6753,onset,h,huận,luận,thuận,nhuận,1,easy,0
18845,hừa,v02003,6754,vowel,ưa,hừa,hà,hồ,hè,1,easy,0
18846,hừa,v02003,6754,onset,h,hừa,vừa,thừa,lừa,1,easy,0
18847,hữ,v02007,6755,tone,nga,hữ,hứ,hư,hử,1,medium,1
18848,hữ,v02007,6755,vowel,ư,hữ,hũ,hỗ,hễ,1,medium,0
18849,hữ,v02007,6755,onset,h,hữ,nữ,giữ,ngữ,1,easy,0
18850,hính,v01812,6756,tone,sac,hính,hinh,hĩnh,hình,1,hard,0
18851,hính,v01812,6756,onset,h,hính,chính,tính,kính,1,easy,0
18852,hính,v01812,6756,final,nh,hính,hín,hít,hích,1,medium,0
18853,hện,v01934,6757,tone,nang,hện,hến,hên,hển,1,medium,0
18854,hện,v01934,6757,vowel,ê,hện,hiện,hẹn,hạn,1,hard,0
18855,hện,v01934,6757,onset,h,hện,nhện,bện,nện,1,easy,0
18856,hện,v01934,6757,final,n,hện,hệ,hệt,hệch,1,easy,0
18857,ghếch,v01348,6758,onset,gh,ghếch,ếch,nhếch,kếch,1,easy,0
18858,ệch,v07026,6759,onset,,ệch,lệch,chệch,xệch,1,easy,0
18859,đưỡng,v06797,6760,tone,nga,đưỡng,đướng,đường,đương,1,medium,0
18860,đưỡng,v06797,6760,vowel,ươ,đưỡng,đãng,đẵng,đũng,1,easy,0
18861,đưỡng,v06797,6760,onset,đ,đưỡng,dưỡng,ngưỡng,cưỡng,1,easy,0
18862,đườn,v06795,6761,vowel,ươ,đườn,đờn,đàn,đèn,1,medium,0
18863,đườn,v06795,6761,onset,đ,đườn,vườn,sườn,trườn,1,easy,0
18864,doái,v01048,6762,onset,d,doái,ngoái,thoái,khoái,1,easy,0
18865,dẩn,v01202,6763,tone,hoi,dẩn,dần,dân,dẫn,1,medium,1
18866,dẩn,v01202,6763,onset,d,dẩn,vẩn,khẩn,ẩn,1,medium,0
18867,cời,v00949,6764,tone,huyen,cời,cởi,cơi,cới,1,hard,0
18868,cời,v00949,6764,vowel,ơ,cời,cười,cồi,cài,1,hard,0
18869,cời,v00949,6764,onset,c,cời,thời,lời,đời,1,easy,0
18870,chuôn,v00451,6765,vowel,uô,chuôn,chôn,chân,chăn,1,medium,0
18871,chuôn,v00451,6765,onset,ch,chuôn,luôn,buôn,khuôn,1,easy,0
18872,chuôn,v00451,6765,final,n,chuôn,chuông,chuôi,chuôm,1,medium,0
18873,chươi,v00569,6766,vowel,ươ,chươi,chơi,chai,chuôi,1,medium,0
18874,chươi,v00569,6766,onset,ch,chươi,trươi,tươi,mươi,1,medium,0
18875,chớn,v00703,6767,vowel,ơ,chớn,chấn,chốn,chiến,1,hard,0
18876,chớn,v00703,6767,onset,ch,chớn,trớn,lớn,đớn,1,medium,0
18877,chớn,v00703,6767,final,n,chớn,chớp,chớ,chới,1,easy,0
18878,câng,v00791,6768,vowel,â,câng,công,cung,cương,1,easy,0
18879,câng,v00791,6768,onset,c,câng,nâng,dâng,vâng,1,easy,0
18880,câng,v00791,6768,final,ng,câng,cân,câu,cây,1,medium,0
18881,cặng,v00908,6769,vowel,ă,cặng,cạng,cộng,cọng,1,medium,0
18882,cặng,v00908,6769,onset,c,cặng,nặng,tặng,đặng,1,easy,0
18883,cặng,v00908,6769,final,ng,cặng,cặn,cặp,cặm,1,medium,0
18884,bứu,v00352,6770,vowel,ư,bứu,báu,bướu,biếu,1,easy,0
18885,bứu,v00352,6770,onset,b,bứu,cứu,khứu,thứu,1,easy,0
18886,bứu,v00352,6770,final,u,bứu,bức,bứt,bứng,1,easy,0
18887,bưa,v00181,6771,tone,ngang,bưa,bừa,bứa,bữa,1,hard,0
18888,bưa,v00181,6771,vowel,ưa,bưa,ba,bia,bê,1,easy,0
18889,bưa,v00181,6771,onset,b,bưa,chưa,đưa,mưa,1,easy,0
18890,xững,v06529,6772,tone,nga,xững,xứng,xưng,xửng,1,medium,1
18891,xững,v06529,6772,onset,x,xững,sững,những,vững,1,medium,0
18892,xáp,v06365,6773,vowel,a,xáp,xắp,xếp,xấp,1,medium,0
18893,xáp,v06365,6773,onset,x,xáp,sáp,pháp,áp,1,medium,0
18894,xáp,v06365,6773,final,p,xáp,xác,xách,xá,1,easy,0
18895,vủ,v06255,6774,tone,hoi,vủ,vù,vụ,vũ,1,medium,1
18896,vủ,v06255,6774,vowel,u,vủ,vẻ,vỏ,vả,1,easy,0
18897,vủ,v06255,6774,onset,v,vủ,dủ,chủ,thủ,1,medium,0
18898,voòng,v06048,6775,onset,v,voòng,đoòng,khoòng,goòng,1,easy,0
18899,vâm,v06078,6776,vowel,â,vâm,viêm,vam,vim,1,easy,0
18900,vâm,v06078,6776,onset,v,vâm,dâm,tâm,âm,1,medium,0
18901,vâm,v06078,6776,final,m,vâm,vân,vây,vâng,1,easy,0
18902,trới,v05657,6777,tone,sac,trới,trơi,trợi,trời,1,hard,0
18903,trới,v05657,6777,onset,tr,trới,chới,với,mới,1,medium,0
18904,trới,v05657,6777,final,i,trới,trớ,trớn,trớt,1,easy,0
18905,trến,v05617,6778,vowel,ê,trến,triến,trấn,trốn,1,medium,0
18906,trến,v05617,6778,onset,tr,trến,đến,bến,mến,1,easy,0
18907,tọ,v05920,6779,tone,nang,tọ,tò,tó,tỏ,1,hard,0
18908,tọ,v05920,6779,vowel,o,tọ,tộ,tự,tệ,1,medium,0
18909,tọ,v05920,6779,onset,t,tọ,thọ,họ,trọ,1,medium,0
18910,tọ,v05920,6779,final,,tọ,tọt,tọc,tọng,1,easy,0
18911,thẽ,v05296,6780,tone,nga,thẽ,thé,the,thẻ,1,medium,1
18912,thẽ,v05296,6780,onset,th,thẽ,tẽ,sẽ,lẽ,1,medium,0
18913,tặn,v05886,6781,tone,nang,tặn,tắn,tằn,tăn,1,hard,0
18914,tặn,v05886,6781,vowel,ă,tặn,tạn,tiện,tận,1,medium,0
18915,tặn,v05886,6781,onset,t,tặn,chặn,mặn,lặn,1,easy,0
18916,sừn,v05014,6782,vowel,ư,sừn,sờn,sàn,sườn,1,medium,0
18917,sôn,v04846,6783,vowel,ô,sôn,sơn,son,suôn,1,hard,0
18918,sôn,v04846,6783,onset,s,sôn,xôn,môn,hôn,1,medium,0
18919,sôn,v04846,6783,final,n,sôn,sông,sôi,sô,1,medium,0
18920,riều,v04452,6784,tone,huyen,riều,riêu,riệu,riếu,1,hard,0
18921,riều,v04452,6784,vowel,iê,riều,rều,rầu,rìu,1,medium,0
18922,riều,v04452,6784,onset,r,riều,diều,nhiều,điều,1,medium,0
18923,pung,v04233,6785,vowel,u,pung,peng,păng,pang,1,easy,0
18924,pung,v04233,6785,onset,p,pung,trung,chung,dung,1,easy,0
18925,phảo,v04147,6786,tone,hoi,phảo,phào,pháo,phao,1,medium,0
18926,phảo,v04147,6786,onset,ph,phảo,bảo,thảo,đảo,1,easy,0
18927,phảo,v04147,6786,final,o,phảo,phải,phản,phả,1,easy,0
18928,pát,v04246,6787,vowel,a,pát,pốt,pết,pút,1,easy,0
18929,pát,v04246,6787,onset,p,pát,phát,sát,hát,1,easy,0
18930,pát,v04246,6787,final,t,pát,pác,pách,pá,1,hard,0
18931,num,v03743,6789,vowel,u,num,năm,nam,niêm,1,easy,0
18932,num,v03743,6789,onset,n,num,lum,tum,sum,1,medium,0
18933,num,v03743,6789,final,m,num,nung,nu,nun,1,easy,0
18934,noọc,v03738,6790,onset,n,noọc,voọc,moọc,soọc,1,easy,0
18935,nhoong,v03464,6791,onset,nh,nhoong,xoong,boong,moong,1,easy,0
18936,ngừm,v03409,6792,vowel,ư,ngừm,ngầm,ngòm,ngườm,1,easy,0
18937,nghẻ,v03191,6793,tone,hoi,nghẻ,nghè,nghe,nghé,1,medium,0
18938,nghẻ,v03191,6793,onset,ngh,nghẻ,trẻ,sẻ,vẻ,1,easy,0
18939,luốt,v02476,6794,vowel,uô,luốt,lốt,lít,lát,1,medium,0
18940,luốt,v02476,6794,onset,l,luốt,nuốt,suốt,vuốt,1,medium,0
18941,lẻng,v02680,6795,tone,hoi,lẻng,lèng,leng,léng,1,medium,0
18942,lẻng,v02680,6795,vowel,e,lẻng,lỏng,lửng,lẳng,1,easy,0
18943,lẻng,v02680,6795,onset,l,lẻng,xẻng,kẻng,sẻng,1,easy,0
18944,lẻng,v02680,6795,final,ng,lẻng,lẻn,lẻ,lẻo,1,medium,0
18945,khoài,v02071,6796,tone,huyen,khoài,khoai,khoải,khoái,1,hard,0
18946,khoài,v02071,6796,onset,kh,khoài,ngoài,hoài,loài,1,easy,0
18947,khếnh,v02229,6797,tone,sac,khếnh,khênh,khễnh,khệnh,1,hard,0
18948,khếnh,v02229,6797,onset,kh,khếnh,nếnh,chếnh,thếnh,1,easy,0
18949,khề,v02230,6798,tone,huyen,khề,khê,khệ,khế,1,hard,0
18950,khề,v02230,6798,vowel,ê,khề,khè,khờ,khò,1,medium,0
18951,khề,v02230,6798,onset,kh,khề,về,đề,nghề,1,easy,0
18952,khầu,v02204,6799,tone,huyen,khầu,khẩu,khâu,khấu,1,hard,0
18953,khầu,v02204,6799,onset,kh,khầu,đầu,cầu,dầu,1,easy,0
18954,hẹo,v01919,6800,tone,nang,hẹo,héo,hèo,heo,1,hard,0
18955,hẹo,v01919,6800,onset,h,hẹo,kẹo,sẹo,mẹo,1,easy,0
18956,hẹo,v01919,6800,final,o,hẹo,hẹn,hẹp,hẹ,1,easy,0
18957,hẩu,v01899,6801,tone,hoi,hẩu,hầu,hậu,hấu,1,medium,0
18958,hẩu,v01899,6801,onset,h,hẩu,khẩu,cẩu,tẩu,1,easy,0
18959,ẻm,v07017,6802,vowel,e,ẻm,ẩm,ảm,yểm,1,easy,0
18960,ẻm,v07017,6802,onset,,ẻm,hẻm,nhẻm,lẻm,1,easy,0
18961,đươi,v06789,6803,vowel,ươ,đươi,đôi,đai,đuôi,1,easy,0
18962,đươi,v06789,6803,onset,đ,đươi,tươi,mươi,rươi,1,easy,0
18963,dún,v01149,6804,vowel,u,dún,dán,dấn,dến,1,easy,0
18964,dún,v01149,6804,onset,d,dún,rún,bún,lún,1,medium,0
18965,dún,v01149,6804,final,n,dún,dúng,dúm,dút,1,medium,0
18966,dỡn,v01281,6805,tone,nga,dỡn,dớn,dơn,dợn,1,medium,0
18967,dỡn,v01281,6805,vowel,ơ,dỡn,dẫn,diễn,dãn,1,medium,0
18968,dỡn,v01281,6805,onset,d,dỡn,giỡn,rỡn,bỡn,1,hard,0
18969,điêng,v06642,6807,vowel,iê,điêng,đang,đông,đăng,1,easy,0
18970,điêng,v06642,6807,onset,đ,điêng,riêng,thiêng,nghiêng,1,easy,0
18971,điêng,v06642,6807,final,ng,điêng,điên,điêu,điêm,1,medium,0
18972,đếu,v06863,6808,tone,sac,đếu,đêu,đều,đểu,1,medium,0
18973,đếu,v06863,6808,vowel,ê,đếu,điếu,đấu,đáu,1,medium,0
18974,đếu,v06863,6808,onset,đ,đếu,nếu,mếu,tếu,1,easy,0
18975,đếu,v06863,6808,final,u,đếu,đến,đế,đếm,1,easy,0
18976,dão,v01105,6809,tone,nga,dão,dáo,dao,dạo,1,medium,0
18977,dão,v01105,6809,onset,d,dão,bão,não,lão,1,easy,0
18978,dão,v01105,6809,final,o,dão,dã,dãy,dãi,1,easy,0
18979,dách,v01086,6810,onset,d,dách,rách,vách,cách,1,hard,0
18980,dách,v01086,6810,final,ch,dách,dát,dác,dáng,1,hard,0
18981,cuộng,v00766,6811,tone,nang,cuộng,cuồng,cuống,cuông,1,hard,0
18982,cuộng,v00766,6811,vowel,uô,cuộng,cộng,cọng,cụng,1,medium,0
18983,cuộng,v00766,6811,onset,c,cuộng,ruộng,chuộng,uộng,1,easy,0
18984,cuộng,v00766,6811,final,ng,cuộng,cuộn,cuộc,cuội,1,medium,0
18985,chừn,v00727,6812,vowel,ư,chừn,chùn,chờn,chèn,1,hard,0
18986,choay,v00415,6813,onset,ch,choay,xoay,loay,hoay,1,easy,0
18987,choay,v00415,6813,final,y,choay,choai,choang,choa,1,easy,0
18988,cẳm,v00904,6814,tone,hoi,cẳm,cằm,cắm,căm,1,medium,0
18989,cẳm,v00904,6814,vowel,ă,cẳm,cảm,cẩm,củm,1,medium,0
18990,cẳm,v00904,6814,onset,c,cẳm,thẳm,khẳm,chẳm,1,easy,0
18991,buội,v00079,6815,tone,nang,buội,buối,buổi,buỗi,1,medium,0
18992,buội,v00079,6815,onset,b,buội,nguội,muội,cuội,1,easy,0
18993,biếp,v00036,6816,vowel,iê,biếp,bếp,bắp,bóp,1,medium,0
18994,biếp,v00036,6816,onset,b,biếp,tiếp,hiếp,nhiếp,1,easy,0
18995,biếp,v00036,6816,final,p,biếp,biết,biến,biếu,1,easy,0
18996,bẻo,v00258,6817,tone,hoi,bẻo,bèo,béo,beo,1,medium,0
18997,bẻo,v00258,6817,onset,b,bẻo,dẻo,lẻo,trẻo,1,easy,0
18998,ạnh,v06982,6818,tone,nang,ạnh,ánh,ành,anh,1,hard,0
18999,ạnh,v06982,6818,onset,,ạnh,mạnh,cạnh,hạnh,1,easy,0
19000,ạnh,v06982,6818,final,nh,ạnh,ạ,ạt,ạch,1,easy,0
19001,yểng,v06543,6819,vowel,yê,yểng,ủng,ổng,uổng,1,easy,0
19002,xụi,v06519,6820,tone,nang,xụi,xúi,xùi,xui,1,hard,0
19003,xụi,v06519,6820,onset,x,xụi,bụi,tụi,rụi,1,easy,0
19004,xục,v06518,6821,vowel,u,xục,xộc,xạc,xược,1,easy,0
19005,xục,v06518,6821,onset,x,xục,sục,tục,phục,1,medium,0
19006,xờ,v06513,6822,tone,huyen,xờ,xơ,xở,xớ,1,hard,0
19007,xờ,v06513,6822,vowel,ơ,xờ,xồ,xừ,xà,1,hard,0
19008,xờ,v06513,6822,onset,x,xờ,sờ,giờ,ngờ,1,medium,0
19009,xĩnh,v06423,6823,tone,nga,xĩnh,xính,xinh,xình,1,medium,0
19010,xĩnh,v06423,6823,onset,x,xĩnh,lĩnh,tĩnh,vĩnh,1,easy,0
19011,xéc,v06377,6824,vowel,e,xéc,xác,xúc,xiếc,1,easy,0
19012,xéc,v06377,6824,onset,x,xéc,séc,đéc,héc,1,medium,0
19013,xéc,v06377,6824,final,c,xéc,xét,xé,xén,1,medium,0
19014,xẵng,v06463,6825,onset,x,xẵng,sẵng,nẵng,bẵng,1,medium,0
19015,vều,v06204,6826,onset,v,vều,dều,đều,lều,1,medium,0
19016,uôn,v06000,6829,vowel,uô,uôn,ôn,an,ăn,1,medium,0
19017,uôn,v06000,6829,onset,,uôn,luôn,buôn,khuôn,1,easy,0
19018,tuyện,v05698,6830,tone,nang,tuyện,tuyến,tuyền,tuyển,1,hard,0
19019,tuyện,v05698,6830,onset,t,tuyện,thuyện,huyện,chuyện,1,medium,0
19020,truột,v05488,6831,vowel,uô,truột,trật,triệt,trượt,1,easy,0
19021,truột,v05488,6831,onset,tr,truột,chuột,ruột,thuột,1,medium,0
19022,trức,v05675,6832,vowel,ư,trức,trúc,trước,trắc,1,medium,0
19023,trức,v05675,6832,onset,tr,trức,chức,thức,mức,1,medium,0
19024,trớt,v05659,6833,vowel,ơ,trớt,trốt,triết,trút,1,medium,0
19025,trớt,v05659,6833,onset,tr,trớt,bớt,ớt,vớt,1,easy,0
19026,trớt,v05659,6833,final,t,trớt,trớ,trớn,trới,1,easy,0
19027,trổng,v05649,6834,tone,hoi,trổng,trồng,trông,trống,1,medium,0
19028,trổng,v05649,6834,vowel,ô,trổng,trỏng,trưởng,trảng,1,medium,0
19029,trổng,v05649,6834,onset,tr,trổng,chổng,tổng,bổng,1,medium,0
19030,trịt,v05630,6835,vowel,i,trịt,trật,triệt,trượt,1,easy,0
19031,trịt,v05630,6835,onset,tr,trịt,chịt,thịt,vịt,1,medium,0
19032,trịt,v05630,6835,final,t,trịt,trịch,trị,trịnh,1,medium,0
19033,tria,v05448,6836,tone,ngang,tria,tría,trịa,trỉa,1,medium,0
19034,tria,v05448,6836,vowel,ia,tria,tra,tri,trưa,1,easy,0
19035,tria,v05448,6836,onset,tr,tria,chia,kia,bia,1,medium,0
19036,tọp,v05923,6837,vowel,o,tọp,tộp,tập,tạp,1,medium,0
19037,tọp,v05923,6837,onset,t,tọp,họp,cọp,ọp,1,easy,0
19038,tọp,v05923,6837,final,p,tọp,tọt,tọc,tọng,1,easy,0
19039,thủm,v05354,6838,vowel,u,thủm,thẩm,thảm,thẳm,1,easy,0
19040,thủm,v05354,6838,onset,th,thủm,tủm,củm,mủm,1,medium,0
19041,thim,v05056,6839,vowel,i,thim,tham,thêm,thăm,1,easy,0
19042,thim,v05056,6839,onset,th,thim,tim,phim,kim,1,medium,0
19043,thim,v05056,6839,final,m,thim,thi,thinh,thiu,1,easy,0
19044,théo,v05173,6840,tone,sac,théo,theo,thẹo,thẻo,1,hard,0
19045,théo,v05173,6840,onset,th,théo,kéo,béo,khéo,1,easy,0
19046,théo,v05173,6840,final,o,théo,thép,thét,thé,1,easy,0
19047,tháy,v05160,6841,tone,sac,tháy,thay,thảy,thày,1,medium,0
19048,tháy,v05160,6841,onset,th,tháy,táy,máy,cháy,1,medium,0
19049,tháy,v05160,6841,final,y,tháy,tháng,thái,thác,1,easy,0
19050,sý,v04862,6842,tone,sac,sý,sỹ,sy,sỳ,1,hard,0
19051,sý,v04862,6842,vowel,y,sý,số,sứ,sá,1,easy,0
19052,sý,v04862,6842,onset,s,sý,lý,ý,ký,1,easy,0
19053,sáy,v04806,6843,onset,s,sáy,xáy,máy,cháy,1,medium,0
19054,sáy,v04806,6843,final,y,sáy,sáng,sát,sách,1,easy,0
19055,rún,v04560,6844,vowel,u,rún,rắn,rán,rốn,1,easy,0
19056,rún,v04560,6844,onset,r,rún,dún,bún,lún,1,medium,0
19057,rún,v04560,6844,final,n,rún,rúng,rút,rú,1,medium,0
19058,roóng,v04469,6845,onset,r,roóng,coóng,loóng,choóng,1,easy,0
19059,róm,v04542,6846,vowel,o,róm,rớm,rắm,rúm,1,easy,0
19060,róm,v04542,6846,onset,r,róm,nhóm,xóm,tóm,1,easy,0
19061,róm,v04542,6846,final,m,róm,rót,rón,róc,1,easy,0
19062,rến,v04639,6847,vowel,ê,rến,rén,rắn,rán,1,medium,0
19063,rến,v04639,6847,onset,r,rến,dến,đến,bến,1,medium,0
19064,rến,v04639,6847,final,n,rến,rết,rếu,rế,1,easy,0
19065,rấy,v04609,6848,tone,sac,rấy,rẫy,rây,rẩy,1,hard,0
19066,rấy,v04609,6848,onset,r,rấy,giấy,dấy,thấy,1,hard,0
19067,rấy,v04609,6848,final,y,rấy,rất,rấm,rấn,1,easy,0
19068,quyn,v04317,6849,vowel,y,quyn,quan,quân,quen,1,easy,0
19069,poọc,v04227,6850,onset,p,poọc,voọc,moọc,soọc,1,easy,0
19070,phỗng,v04193,6851,tone,nga,phỗng,phồng,phông,phộng,1,easy,0
19071,phỗng,v04193,6851,onset,ph,phỗng,bỗng,rỗng,ngỗng,1,easy,0
19072,phồ,v04187,6852,tone,huyen,phồ,phổ,phô,phố,1,hard,0
19073,phồ,v04187,6852,vowel,ô,phồ,phờ,phò,phù,1,hard,0
19074,phồ,v04187,6852,onset,ph,phồ,hồ,đồ,mồ,1,easy,0
19075,phặng,v04167,6853,vowel,ă,phặng,phượng,phụng,phộng,1,easy,0
19076,phặng,v04167,6853,onset,ph,phặng,nặng,tặng,đặng,1,easy,0
19077,pé,v04250,6854,vowel,e,pé,pá,pó,pí,1,easy,0
19078,pé,v04250,6854,onset,p,pé,bé,vé,nhé,1,easy,0
19079,pé,v04250,6854,final,,pé,péo,pém,pét,1,easy,0
19080,pầng,v04283,6855,vowel,â,pầng,pèng,piềng,pàng,1,easy,0
19081,pầng,v04283,6855,onset,p,pầng,tầng,quầng,vầng,1,easy,0
19082,păn,v04273,6856,vowel,ă,păn,pan,pin,pôn,1,medium,0
19083,păn,v04273,6856,onset,p,păn,văn,ăn,căn,1,easy,0
19084,nò,v03805,6858,tone,huyen,nò,no,nọ,nỏ,1,hard,0
19085,nò,v03805,6858,vowel,o,nò,nề,nà,nè,1,easy,0
19086,nò,v03805,6858,onset,n,nò,lò,trò,bò,1,medium,0
19087,nhõn,v03552,6859,tone,nga,nhõn,nhón,nhọn,nhon,1,medium,0
19088,nhõn,v03552,6859,vowel,o,nhõn,nhãn,nhẫn,nhẵn,1,easy,0
19089,nhõn,v03552,6859,onset,nh,nhõn,nõn,cõn,õn,1,easy,0
19090,nghín,v03184,6862,onset,ngh,nghín,tín,kín,chín,1,easy,0
19091,nghì,v03181,6863,tone,huyen,nghì,nghị,nghỉ,nghi,1,hard,0
19092,nghì,v03181,6863,onset,ngh,nghì,thì,vì,gì,1,easy,0
19093,mứ,v03114,6864,vowel,ư,mứ,mớ,mú,múa,1,hard,0
19094,mứ,v03114,6864,onset,m,mứ,thứ,cứ,chứ,1,easy,0
19095,mọp,v03066,6865,onset,m,mọp,họp,cọp,ọp,1,easy,0
19096,mọp,v03066,6865,final,p,mọp,mọc,mọng,mọt,1,easy,0
19097,mềnh,v03048,6866,onset,m,mềnh,ghềnh,kềnh,bềnh,1,easy,0
19098,mềnh,v03048,6866,final,nh,mềnh,mền,mềm,mề,1,medium,0
19099,mam,v02806,6867,vowel,a,mam,măm,mâm,mom,1,medium,0
